CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
1007010003,Alabama,Bibb,0,5391,2085,0,0,0,0,0,0,0,0,1,14.5,47462,0,0,0,0,0,0,0,0,264.3974764,264.3974764,0,150.8589963,150.8589963,0,5390.999968,0.999999994,2318.787661,0.430121992,1224.99999,0.227230568,803.9999992,0.149137451,4406.999983,0.817473564,815.9999931,0.151363382,6.000000046,0.001112966,0,0,32.99999982,0.006121313,128.9999993,0.02392877,84.00000003,0.015581525,87.68492455,0.04205512,271.1023856,0.130025125,5335.621954,0.989727686,2298.251343,0.426312622,1215.507705,0.225469802,795.5855024,0.14757661,4366.866071,0.81002895,807.3248162,0.149754186,6.000000046,0.001112966,0,0,32.26878476,0.005985677,123.1622883,0.022845908,77.79335814,0.014430228,86.5285404,0.041500499,268.3644136,0.128711949,264.3974764,0.049044236,150.8589963,0.02798349,68.41019344,0.012689704,48.81917692,0.009055681,248.9003763,0.046169612,10.92484189,0.002026496,0,0,0,0,1.46869029,0.000272434,3.103568665,0.000575694,2.944256913,0.000546143,0.359624179,0.000172482,13.35600487,0.006405758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190,1225,804,4407,816,6,0,33,129,84,64,207
1007010004,Alabama,Bibb,0,8767,2671,0,2154,0.2456941,0,0,0,1,1,1,18.4,36719,0,0,0,0,0,0,0,1,30.34317736,30.34317736,0,13.63358826,13.63358826,0,7791.438966,0.888723505,4121.927893,0.470164012,1450.521842,0.165452474,872.5993783,0.099532266,4277.533035,0.487912973,3362.400012,0.383529145,9.93892664,0.001133675,12.90718777,0.001472247,11.13979491,0.001270651,117.5199907,0.013404812,161.4810506,0.018419191,125.472422,0.046975823,421.2504113,0.157712621,5153.283931,0.587804714,2699.461294,0.307911634,821.3720926,0.093689072,518.7184241,0.059167152,2719.765004,0.310227558,2380.648873,0.271546581,4.574242474,0.000521757,3.915620535,0.000446632,1.036665847,0.000118246,43.34349757,0.004943937,77.15310623,0.0088004,58.32537695,0.021836532,252.2701451,0.094447827,30.34317736,0.003461067,13.63358826,0.001555103,4.824959559,0.000550355,7.542842509,0.000860368,29.86527841,0.003406556,0,0,0.477899202,5.45111E-05,0,0,0,0,0,0,0,0,0.491075671,0.000183855,2.90211225,0.001086526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3628,1670,1099,4970,3633,10,13,13,128,170,154,478
1009050101,Alabama,Blount,0,7858,2865,0,129,0.0164164,0,0,0,1,1,1,20.1,60142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7847.504449,0.998664348,3404.985621,0.433314536,1964.106169,0.249949882,1071.708514,0.136384387,6786.110066,0.863592526,256.9999955,0.032705522,17.4741781,0.002223744,0,0,54.97184591,0.006995654,731.9483551,0.093146902,1321.456035,0.168166968,176.6204628,0.061647631,292.8448816,0.102214618,6903.132759,0.878484698,2847.913872,0.362422229,1701.109708,0.216481256,950.2304427,0.120925228,6088.564193,0.774823644,180.2844258,0.022942788,8.000000081,0.001018071,0,0,40.78429587,0.005190162,585.4998331,0.074510032,1046.883258,0.133225154,146.3658771,0.051087566,257.5881805,0.089908614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205,1966,1073,6792,257,19,0,55,735,1325,166,274
1009050102,Alabama,Blount,1,7050,2748,0,276,0.0391489,0,0,0,0,1,0,19.2,50477,1,1,1,1,1,0,0,1,3900.420369,5431.566187,3900.420369,1674.599139,2334.857442,1674.599139,5431.566187,0.77043492,2334.857442,0.331185453,1212.720216,0.172017052,1015.38886,0.144026789,4753.730026,0.674287947,135.0911785,0.019161869,19.70841454,0.00279552,4.86781576,0.00069047,7.697647424,0.001091865,510.4710972,0.072407248,700.2132812,0.099321033,163.3054207,0.059427009,355.7522087,0.129458591,3900.420369,0.553251116,1674.599139,0.237531793,875.6479819,0.124205387,671.3731259,0.095230231,3491.271627,0.495215834,46.01036674,0.006526293,6.000000189,0.000851064,3.186184718,0.000451941,6.91040656,0.0009802,347.0417807,0.049225785,501.6922811,0.071162026,109.6057978,0.039885662,253.2757197,0.092167292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942,1554,1495,6170,178,25,5,16,656,941,199,451
1009050200,Alabama,Blount,0,3789,1377,0,10,0.0026392,0,0,0,0,0,0,14.4,51047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3788.999995,0.999999999,1587.660616,0.419018373,975.9999967,0.257587753,515.0000018,0.135919768,3359.999996,0.886777513,20.00000004,0.005278438,7.999999995,0.002111375,0,0,14.00000032,0.003694906,386.9999935,0.102137766,672.9999939,0.177619423,34.32217079,0.024925324,110.978873,0.080594679,3788.999995,0.999999999,1587.660616,0.419018373,975.9999967,0.257587753,515.0000018,0.135919768,3359.999996,0.886777513,20.00000004,0.005278438,7.999999995,0.002111375,0,0,14.00000032,0.003694906,386.9999935,0.102137766,672.9999939,0.177619423,34.32217079,0.024925324,110.978873,0.080594679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483,976,515,3360,20,8,0,14,387,673,31,103
1009050300,Alabama,Blount,0,5269,2031,0,0,0,0,0,0,0,0,1,23.1,47926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5092.491144,0.966500502,2239.265105,0.424988633,1331.480704,0.252700836,764.2999922,0.145055986,4619.78539,0.876785992,19.99999965,0.003795787,6.941813843,0.001317482,9.000000183,0.001708104,52.87248264,0.010034633,383.8914667,0.072858506,472.9306671,0.089757196,93.41203492,0.045993124,295.1937056,0.145344021,4729.432195,0.897595786,2060.967583,0.391149665,1243.078901,0.235923117,702.7546785,0.133375342,4265.740607,0.809592068,19.82423893,0.003762429,6.421617072,0.001218754,9.000000183,0.001708104,50.42161721,0.009569485,378.0241228,0.071744946,469.7728404,0.089157874,87.46185561,0.043063444,272.0884309,0.133967716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525,1362,829,4794,20,7,9,54,385,479,98,304
1009050400,Alabama,Blount,0,4451,1740,0,0,0,0,0,0,0,0,1,26.3,44068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4445.079593,0.99866987,2143.996621,0.481688749,1077.000003,0.241968098,657.0795822,0.147625159,4247.079592,0.954185485,12.99999995,0.002920692,8.00000035,0.001797349,0,0,16.99999996,0.003819366,160.0000001,0.035946978,218.0000004,0.048977758,41.79864956,0.024022212,230.3337747,0.132375733,4422.935335,0.993694751,2132.100107,0.479015975,1073.275141,0.241131238,653.3248918,0.146781598,4224.935335,0.949210365,12.99999995,0.002920692,8.00000035,0.001797349,0,0,16.99999996,0.003819366,160.0000001,0.035946978,217.8421227,0.048942288,41.62794493,0.023924106,229.1539485,0.131697672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2291,1077,659,4253,13,8,0,17,160,218,48,248
1009050500,Alabama,Blount,0,7329,2766,0,23,0.0031382,0,0,0,1,1,1,24.5,44231,0,0,0,0,0,0,0,1,84.55459469,84.55459469,0,29.7967281,29.7967281,0,7176.269686,0.979160825,3300.144172,0.450285738,1853.898098,0.252953759,976.7689192,0.133274515,6722.611692,0.917261795,34.00000001,0.004639105,14.60366067,0.001992586,21.00000003,0.00286533,44.00000019,0.006003548,340.0543409,0.046398464,606.9118062,0.082809634,146.6902329,0.053033345,550.1769155,0.198907055,6921.301521,0.944371882,3205.084101,0.437315337,1782.398244,0.243198014,946.5389561,0.12914981,6484.965231,0.884836298,34.00000001,0.004639105,13.60143658,0.001855838,21.00000003,0.00286533,43.58743339,0.005947255,324.1474298,0.044228057,559.4174281,0.076329298,142.5599552,0.051540114,531.5057242,0.192156806,84.55459469,0.011536989,29.7967281,0.004065593,22.14952167,0.003022175,5.784425609,0.000789252,80.11857319,0.01093172,0.141735087,1.93389E-05,0.001781138,2.43026E-07,0.001781138,2.43026E-07,2.586585402,0.000352925,1.704138973,0.00023252,6.54989782,0.000893696,0.313414983,0.00011331,6.402162432,0.002314592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,1892,1006,6851,34,16,21,44,363,631,122,492
1009050601,Alabama,Blount,0,3922,1421,0,38,0.0096889,0,0,0,0,0,0,12.9,54276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3922.000034,1.000000009,1302.92848,0.332210219,994.0000091,0.253442124,542.0000018,0.138194799,3848.000036,0.981132085,9.000000194,0.002294748,0,0,0,0,9.00000009,0.002294748,56.00000122,0.01427843,29.00000039,0.007394187,32.56379334,0.022916111,268.4657459,0.188927337,3922.000034,1.000000009,1302.92848,0.332210219,994.0000091,0.253442124,542.0000018,0.138194799,3848.000036,0.981132085,9.000000194,0.002294748,0,0,0,0,9.00000009,0.002294748,56.00000122,0.01427843,29.00000039,0.007394187,32.56379334,0.022916111,268.4657459,0.188927337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416,994,542,3848,9,0,0,9,56,29,34,273
1009050602,Alabama,Blount,0,8923,3329,0,13,0.0014569,0,0,0,0,0,0,9.1,64909,0,0,0,0,0,0,0,0,123.1424971,123.1424971,0,56.06959049,56.06959049,0,8923.000008,1.000000001,2456.911682,0.275345924,2241.999999,0.251260787,1090.000004,0.122156226,8558.000011,0.959094476,161,0.018043259,18.00000008,0.002017259,1.999999974,0.00022414,50.00000062,0.005603497,134.0000008,0.015017371,96.00000172,0.010758714,48.59712115,0.014598114,315.0128363,0.094626866,8923.000008,1.000000001,2456.911682,0.275345924,2241.999999,0.251260787,1090.000004,0.122156226,8558.000011,0.959094476,161,0.018043259,18.00000008,0.002017259,1.999999974,0.00022414,50.00000062,0.005603497,134.0000008,0.015017371,96.00000172,0.010758714,48.59712115,0.014598114,315.0128363,0.094626866,123.1424971,0.013800571,56.06959049,0.006283715,25.67258625,0.002877125,22.3181174,0.00250119,120.6776167,0.013524332,0.131844382,1.47758E-05,0.469445359,5.26107E-05,0,0,0.551848098,6.18456E-05,1.311743504,0.000147007,0.560171787,6.27784E-05,0.562904716,0.000169091,4.583941179,0.001376972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,2242,1090,8558,161,18,2,50,134,96,52,317
1009050700,Alabama,Blount,0,8731,3301,0,0,0,0,0,0,0,0,0,11.6,52148,1,1,0,0,0,1,0,0,1747.8217,1747.8217,0,810.4350231,810.4350231,0,8731.000063,1.000000007,3300.02898,0.377966897,2043.000016,0.233993817,1230.000006,0.140877334,8442.000058,0.96689956,68.99999967,0.007902875,16,0.001832551,1.000000002,0.000114534,48.0000002,0.005497652,155.000002,0.017752835,234.0000034,0.026801054,76.82692812,0.023273835,447.6278677,0.135603716,8731.000063,1.000000007,3300.02898,0.377966897,2043.000016,0.233993817,1230.000006,0.140877334,8442.000058,0.96689956,68.99999967,0.007902875,16,0.001832551,1.000000002,0.000114534,48.0000002,0.005497652,155.000002,0.017752835,234.0000034,0.026801054,76.82692812,0.023273835,447.6278677,0.135603716,1747.8217,0.20018574,810.4350231,0.092822703,428.3143541,0.049056735,236.487977,0.027086013,1675.146763,0.191861959,20.27086226,0.002321711,3.9577679,0.000453301,0,0,14.67717692,0.001681042,33.76912589,0.003867727,42.88388576,0.004911681,18.23881994,0.005525241,88.89730856,0.026930418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363,2043,1230,8442,69,16,1,48,155,234,73,438
1011952100,Alabama,Bullock,0,1434,612,0,0,0,1,1,0,1,1,1,12.7,42973,1,1,0,0,0,1,0,1,1226.286426,1226.286426,0,675.8059718,675.8059718,0,1434.000004,1.000000003,790.2768422,0.551099611,339.9999994,0.237099023,222.0000005,0.154811716,132.0000011,0.09205021,1289.000004,0.898884243,0,0,0,0,3.999999953,0.0027894,9.000000062,0.006276151,12.00000032,0.008368201,122.6078098,0.200339559,129.8811551,0.21222411,1434.000004,1.000000003,790.2768422,0.551099611,339.9999994,0.237099023,222.0000005,0.154811716,132.0000011,0.09205021,1289.000004,0.898884243,0,0,0,0,3.999999953,0.0027894,9.000000062,0.006276151,12.00000032,0.008368201,122.6078098,0.200339559,129.8811551,0.21222411,1226.286426,0.855150924,675.8059718,0.471273342,294.347237,0.205263066,193.3810538,0.134854291,111.5672909,0.077801458,1105.634125,0.771014034,0,0,0,0,0.705287576,0.000491832,8.379724061,0.005843601,10.42760517,0.007271691,105.2080722,0.171908615,111.4492294,0.182106584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,340,222,132,1289,0,0,4,9,12,118,125
1011952200,Alabama,Bullock,1,7102,2117,0,1690,0.2379611,0,0,0,0,1,0,19.5,51000,1,1,1,1,1,0,0,1,3578.754581,5264.487088,3578.754581,1885.43877,2751.899577,1885.43877,5264.487088,0.741268247,2751.899577,0.38748234,1097.349293,0.154512714,528.7891347,0.074456369,1116.860024,0.15725993,3622.007319,0.509998215,8.79371756,0.001238203,42.99999985,0.006054632,5.014232416,0.000706031,468.811763,0.066011231,578.7115099,0.08148571,271.904496,0.12843859,336.5256362,0.158963456,3578.754581,0.503907995,1885.43877,0.265479973,503.160544,0.070847725,406.3065463,0.057210159,927.2674365,0.130564269,2591.91242,0.364955283,2.522750664,0.000355217,0,0,5.000000304,0.000704027,52.05195074,0.007329196,61.54232675,0.008665492,147.0942233,0.069482392,192.2902329,0.090831475,0.104621045,1.47312E-05,0.059092702,8.32057E-06,0.013567228,1.91034E-06,0.040315181,5.6766E-06,0.035406269,4.98539E-06,0.06331373,8.91492E-06,0,0,0,0,0,0,0.005901045,8.30899E-07,0,0,0.010399794,4.91251E-06,0.010180019,4.8087E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2741,1563,818,1351,5095,19,43,11,583,725,405,460
1011952500,Alabama,Bullock,0,2378,1016,0,0,0,1,1,0,1,1,1,25.8,41848,1,1,0,0,0,1,0,1,1294.912127,1294.912127,0,631.1643734,631.1643734,0,2377.999984,0.999999993,1179.331932,0.49593437,526.999997,0.221614801,428.9999978,0.1804037,1023.999998,0.430613961,1281.99999,0.53910849,0.999999964,0.000420521,0,0,8.000000028,0.003364172,62.99999909,0.026492851,39.99999986,0.016820858,146.1592677,0.143857547,166.8059689,0.164179103,2377.999984,0.999999993,1179.331932,0.49593437,526.999997,0.221614801,428.9999978,0.1804037,1023.999998,0.430613961,1281.99999,0.53910849,0.999999964,0.000420521,0,0,8.000000028,0.003364172,62.99999909,0.026492851,39.99999986,0.016820858,146.1592677,0.143857547,166.8059689,0.164179103,1294.912127,0.544538321,631.1643734,0.265418155,251.7166529,0.105852251,277.1659107,0.11655421,771.3281087,0.324360012,493.6152678,0.207575806,0.968748205,0.000407379,0,0,7.000000004,0.00294365,21.99999945,0.009251472,9.999999983,0.004205214,86.87715621,0.085509012,93.71248598,0.092236699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1686,527,429,1024,1282,1,0,8,63,40,180,209
1013952700,Alabama,Butler,0,2439,1019,0,113,0.0463305,0,0,0,0,0,1,29,34730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839.659169,0.754267802,921.7483957,0.377920621,441.5488218,0.181036827,268.5364258,0.110101036,989.9977221,0.405903125,810.0403385,0.33211986,20.83141512,0.008540966,0,0,6.999999948,0.002870029,11.78969539,0.004833823,14.06048008,0.005764854,40.15324836,0.039404562,239.7092151,0.235239662,1304.808053,0.534976651,640.3364961,0.262540589,306.811849,0.125794116,182.8981369,0.074988986,699.6761352,0.286870084,581.8494464,0.238560659,9.291132632,0.003809402,0,0,6.999999948,0.002870029,6.991340835,0.002866478,7.999999743,0.003280033,18.83230136,0.018481159,162.313387,0.159286935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,571,436,1316,1065,36,0,7,15,17,59,280
1013952800,Alabama,Butler,1,1394,608,0,0,0,0,0,0,0,0,0,11.2,64464,0,1,0,1,0,0,0,0,0,729.4049332,0,0,228.0556349,0,729.4049332,0.523246007,228.0556349,0.163598016,165.5181388,0.118736111,165.5746673,0.118776662,616.1319613,0.441988494,88.15369285,0.063237943,8.66433848,0.006215451,0,0,0,0,16.4549358,0.011804115,24.26392492,0.017405972,24.36077491,0.040067064,32.95869489,0.05420838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,333,263,1073,287,12,0,0,22,25,51,69
1013952900,Alabama,Butler,0,2180,847,0,0,0,0,0,0,0,0,1,20.8,37938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058.288781,0.944169166,1024.291672,0.469858565,551.413175,0.252941823,266.6748195,0.122327899,851.8085396,0.390737862,1145.324693,0.525378299,41.78463437,0.019167263,0,0,3.992324891,0.001831342,15.37858867,0.007054398,24.58929345,0.011279492,67.46937043,0.079656872,248.0979965,0.292913809,1202.589264,0.551646451,584.3909026,0.268069221,331.8938526,0.152244887,137.9097849,0.063261369,490.5301105,0.225013812,676.9569583,0.310530715,26.66309332,0.012230777,0,0,2.563761184,0.001176037,5.875341791,0.002695111,10.0940862,0.004630315,33.68515818,0.039769962,140.8684614,0.166314594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059,578,283,899,1212,49,0,4,16,25,72,269
1013953000,Alabama,Butler,0,1469,620,0,0,0,1,1,0,0,0,1,21.6,48688,1,1,0,0,0,1,0,0,511.098498,511.098498,0,236.8202355,236.8202355,0,1468.999991,0.999999994,686.5905159,0.467386328,330.0000002,0.224642614,242.0000005,0.164737917,843.0000052,0.573859772,557.9999974,0.379850237,49.99999765,0.034036758,0,0,2.000000013,0.00136147,15.99999999,0.010891763,2.99999998,0.002042206,42.17890352,0.06803049,47.60299593,0.076779026,1468.999991,0.999999994,686.5905159,0.467386328,330.0000002,0.224642614,242.0000005,0.164737917,843.0000052,0.573859772,557.9999974,0.379850237,49.99999765,0.034036758,0,0,2.000000013,0.00136147,15.99999999,0.010891763,2.99999998,0.002042206,42.17890352,0.06803049,47.60299593,0.076779026,511.098498,0.347922735,236.8202355,0.161211869,115.3685926,0.078535461,85.40373156,0.058137326,244.8810058,0.166699119,258.7880899,0.176166161,3.000000082,0.002042206,0,0,0,0,4.429404561,0.003015252,0,0,13.35775759,0.02154477,15.34053869,0.024742804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,330,242,843,558,50,0,2,16,3,42,41
1013953100,Alabama,Butler,1,3023,1153,0,38,0.0125703,1,1,1,1,1,1,36.7,27125,1,1,1,1,1,0,0,1,1173.685255,2444.699081,1173.685255,801.1943525,1545.459665,801.1943525,2444.699081,0.808699663,1545.459665,0.511233763,765.2890236,0.253155483,255.3542663,0.084470482,597.7553595,0.197735812,1817.493665,0.601221854,5.083763665,0.001681695,5.000000013,0.001653986,1.386013343,0.000458489,17.98028388,0.005947828,29.08525236,0.009621321,165.3384376,0.143398471,382.6671182,0.33188822,1173.685255,0.388251821,801.1943525,0.265032866,344.0201455,0.113800908,130.8084035,0.043271056,509.9471927,0.168689114,645.756697,0.213614521,2.872601942,0.000950249,1.000000013,0.000330797,1.000000005,0.000330797,13.10876188,0.004336342,11.93888872,0.003949351,81.34471124,0.070550487,181.7973878,0.157673363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1945,918,347,785,2199,10,5,2,22,35,204,462
1013953200,Alabama,Butler,0,4327,1738,0,15,0.0034666,1,1,0,1,1,1,23.3,42869,1,1,0,0,0,1,0,1,563.470255,563.470255,0,258.2143466,258.2143466,0,4240.697019,0.980054777,2335.906059,0.539844248,1035.668831,0.239350319,688.1561909,0.159037715,2601.583175,0.601244089,1552.606085,0.358818138,11.99999997,0.002773284,0,0,33.00000006,0.007626531,41.50775356,0.009592733,45.99999875,0.010630922,129.8310795,0.074701427,346.2760019,0.199238206,3326.945976,0.768880512,1619.538858,0.374286771,763.7176666,0.176500501,584.416181,0.135062672,2310.449266,0.533961004,950.4391187,0.219653136,11.99999997,0.002773284,0,0,31.0000001,0.007164317,23.05757743,0.005328768,30.99999947,0.007164317,73.81317619,0.042470182,269.8206389,0.155247778,563.470255,0.130221922,258.2143466,0.059675144,106.0723892,0.024514072,127.7693221,0.029528385,378.780119,0.087538738,170.4242963,0.039386248,1.955498274,0.000451929,0,0,7.298759186,0.001686794,5.011582593,0.001158212,3.000000029,0.000693321,18.36754556,0.010568208,47.63728038,0.027409252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087,1066,694,2619,1621,12,0,33,42,46,125,341
1013953300,Alabama,Butler,0,1774,729,0,0,0,0,0,0,0,0,0,19.7,50278,0,0,0,0,0,0,0,0,84.03645277,84.03645277,0,36.52265471,36.52265471,0,1774.000009,1.000000005,794.8934544,0.448079738,373.9999985,0.210822998,323.0000025,0.18207441,1581.000004,0.891206316,178.0000019,0.10033822,3.999999925,0.002254791,0,0,2.999999965,0.001691094,8.000000079,0.004509583,9.000000226,0.005073281,0,0,115.2496867,0.158092849,1774.000009,1.000000005,794.8934544,0.448079738,373.9999985,0.210822998,323.0000025,0.18207441,1581.000004,0.891206316,178.0000019,0.10033822,3.999999925,0.002254791,0,0,2.999999965,0.001691094,8.000000079,0.004509583,9.000000226,0.005073281,0,0,115.2496867,0.158092849,84.03645277,0.047371168,36.52265471,0.020587742,18.36267337,0.010351,14.18757058,0.007997503,83.12838647,0.046859293,0.908066295,0.000511875,0,0,0,0,0,0,0,0,1.0849018,0.000611557,0,0,5.424067717,0.007440422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,374,323,1581,178,4,0,3,8,9,0,126
1013953400,Alabama,Butler,0,2931,1160,0,167,0.0569771,0,0,0,0,0,1,33.6,35991,0,0,0,0,0,0,0,0,8.703937538,8.703937538,0,3.466371662,3.466371662,0,2091.27115,0.713500904,1149.915022,0.392328564,454.8852529,0.155197971,389.9736515,0.133051399,1019.852722,0.347953846,1028.382982,0.350864204,3.293481531,0.001123672,1.999999903,0.000682361,4.999999935,0.001705902,32.74196687,0.01117092,11.99999982,0.004094166,81.01144236,0.06983745,275.6965095,0.237669405,1356.958429,0.462967734,638.5147285,0.217848764,288.5961691,0.098463381,266.700667,0.090993063,799.938632,0.27292345,525.3826424,0.179250304,2.392155031,0.000816157,0.78431008,0.000267591,3.882109644,0.0013245,24.57858017,0.008385732,7.744770896,0.002642365,38.75673129,0.033410975,179.3101036,0.154577676,8.703937538,0.002969614,3.466371662,0.001182658,1.333049698,0.000454811,3.398988824,0.001159669,5.923288344,0.00202091,2.780649172,0.000948703,0,0,0,0,0,0,0,0,0,0,0.174954854,0.000150823,1.247593013,0.001075511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,621,646,1237,1641,4,2,6,41,14,119,342
1013953500,Alabama,Butler,0,1410,617,0,0,0,0,0,0,0,0,1,27.4,41250,0,0,0,0,0,0,0,0,137.019613,137.019613,0,77.91115236,77.91115236,0,1410.000006,1.000000005,801.7445285,0.568613141,265.0000006,0.187943263,255.0000013,0.180851065,1046.000004,0.741843975,333.9999986,0.236879432,0,0,0,0,2.999999937,0.00212766,27.00000017,0.019148936,17.0000002,0.012056738,31.55731926,0.051146385,210.0194008,0.340388008,1410.000006,1.000000005,801.7445285,0.568613141,265.0000006,0.187943263,255.0000013,0.180851065,1046.000004,0.741843975,333.9999986,0.236879432,0,0,0,0,2.999999937,0.00212766,27.00000017,0.019148936,17.0000002,0.012056738,31.55731926,0.051146385,210.0194008,0.340388008,137.019613,0.097177031,77.91115236,0.055256136,23.00341076,0.016314476,24.00852708,0.017027324,17.01961207,0.012070647,118.0000009,0.083687944,0,0,0,0,0,0,2.000000007,0.00141844,7.000000066,0.004964539,3.273891945,0.005306146,21.7883155,0.035313315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,265,255,1046,334,0,0,3,27,17,29,193
